File ID,digit_label,participant,intonation
0003480.wav,22,S138,4
0003481.wav,0,S85,1
0003482.wav,6,S43,3
0003483.wav,6,S162,4
0003484.wav,20,S170,4
0003485.wav,31,S74,4
0003486.wav,12,S5,4
0003487.wav,28,S171,3
0003488.wav,2,S182,2
0003489.wav,12,S163,2
0003490.wav,28,S62,4
0003491.wav,29,S43,1
0003492.wav,3,S34,2
0003493.wav,8,S86,2
0003494.wav,8,S136,1
0003495.wav,21,S126,3
0003496.wav,19,S133,4
0003497.wav,6,S2,2
0003498.wav,5,S120,3
0003499.wav,27,S170,2
0003500.wav,21,S44,1
0003501.wav,24,S9,4
0003502.wav,25,S90,2
0003503.wav,25,S80,3
0003504.wav,2,S159,2
0003505.wav,3,S138,3
0003506.wav,14,S62,2
0003507.wav,0,S149,4
0003508.wav,17,S166,4
0003509.wav,17,S3,1
0003510.wav,20,S95,4
0003511.wav,5,S84,2
0003512.wav,24,S25,1
0003513.wav,2,S51,3
0003514.wav,16,S163,2
0003515.wav,6,S25,4
0003516.wav,2,S146,1
0003517.wav,19,S184,2
0003518.wav,26,S24,4
0003519.wav,3,S43,4
0003520.wav,9,S103,4
0003521.wav,16,S184,4
0003522.wav,15,S75,4
0003523.wav,30,S43,3
0003524.wav,7,S111,3
0003525.wav,14,S57,4
0003526.wav,6,S90,4
0003527.wav,5,S98,2
0003528.wav,4,S75,4
0003529.wav,8,S139,1
0003530.wav,0,S18,3
0003531.wav,6,S49,4
0003532.wav,31,S120,4
0003533.wav,7,S72,1
0003534.wav,3,S7,3
0003535.wav,18,S53,4
0003536.wav,13,S10,2
0003537.wav,16,S169,1
0003538.wav,7,S74,2
0003539.wav,19,S150,1
0003540.wav,27,S178,2
0003541.wav,20,S49,1
0003542.wav,7,S17,4
0003543.wav,4,S111,4
0003544.wav,8,S5,2
0003545.wav,21,S142,3
0003546.wav,10,S61,4
0003547.wav,21,S92,3
0003548.wav,7,S34,1
0003549.wav,17,S171,1
0003550.wav,28,S37,3
0003551.wav,15,S148,3
0003552.wav,24,S1,2
0003553.wav,7,S112,3
0003554.wav,10,S86,2
0003555.wav,5,S57,4
0003556.wav,13,S87,1
0003557.wav,10,S63,3
0003558.wav,29,S43,3
0003559.wav,12,S120,3
0003560.wav,14,S123,3
0003561.wav,17,S7,2
0003562.wav,19,S22,2
0003563.wav,3,S51,3
0003564.wav,14,S152,2
0003565.wav,12,S156,3
0003566.wav,3,S37,1
0003567.wav,30,S61,2
0003568.wav,8,S149,1
0003569.wav,3,S22,2
0003570.wav,23,S146,4
0003571.wav,27,S106,3
0003572.wav,8,S158,1
0003573.wav,21,S96,1
0003574.wav,20,S136,3
0003575.wav,26,S183,1
0003576.wav,13,S74,1
0003577.wav,26,S164,1
0003578.wav,26,S90,4
0003579.wav,0,S7,4
0003580.wav,31,S82,3
0003581.wav,2,S66,4
0003582.wav,20,S35,4
0003583.wav,3,S80,1
0003584.wav,19,S147,3
0003585.wav,6,S62,2
0003586.wav,9,S97,2
0003587.wav,14,S36,1
0003588.wav,8,S53,3
0003589.wav,15,S39,3
0003590.wav,23,S146,3
0003591.wav,3,S5,4
0003592.wav,22,S151,2
0003593.wav,26,S74,3
0003594.wav,31,S107,3
0003595.wav,1,S107,4
0003596.wav,19,S59,2
0003597.wav,6,S164,4
0003598.wav,24,S102,4
0003599.wav,29,S85,1
0003600.wav,31,S54,2
0003601.wav,22,S182,3
0003602.wav,25,S151,2
0003603.wav,22,S98,2
0003604.wav,16,S18,1
0003605.wav,24,S9,3
0003606.wav,27,S154,4
0003607.wav,27,S69,1
0003608.wav,14,S65,4
0003609.wav,6,S57,2
0003610.wav,19,S168,2
0003611.wav,7,S144,4
0003612.wav,10,S180,2
0003613.wav,10,S153,4
0003614.wav,13,S122,2
0003615.wav,12,S127,3
0003616.wav,1,S104,1
0003617.wav,30,S55,2
0003618.wav,14,S87,3
0003619.wav,31,S155,1
0003620.wav,31,S53,3
0003621.wav,12,S10,3
0003622.wav,23,S63,4
0003623.wav,6,S134,3
0003624.wav,10,S156,3
0003625.wav,14,S50,1
0003626.wav,28,S99,1
0003627.wav,14,S129,4
0003628.wav,0,S101,1
0003629.wav,7,S88,2
0003630.wav,1,S143,4
0003631.wav,3,S62,2
0003632.wav,25,S2,3
0003633.wav,4,S22,4
0003634.wav,2,S160,3
0003635.wav,21,S58,4
0003636.wav,18,S126,3
0003637.wav,17,S140,2
0003638.wav,18,S153,1
0003639.wav,5,S80,4
0003640.wav,9,S41,3
0003641.wav,1,S7,3
0003642.wav,8,S150,2
0003643.wav,20,S14,2
0003644.wav,23,S52,2
0003645.wav,8,S32,3
0003646.wav,6,S154,3
0003647.wav,5,S142,1
0003648.wav,22,S121,2
0003649.wav,23,S162,2
0003650.wav,20,S90,4
0003651.wav,1,S149,3
0003652.wav,26,S160,1
0003653.wav,15,S143,1
0003654.wav,25,S176,4
0003655.wav,9,S106,2
0003656.wav,15,S87,3
0003657.wav,14,S38,3
0003658.wav,5,S154,3
0003659.wav,23,S37,4
0003660.wav,2,S30,2
0003661.wav,5,S59,1
0003662.wav,25,S127,1
0003663.wav,9,S156,2
0003664.wav,16,S12,2
0003665.wav,30,S41,4
0003666.wav,21,S42,4
0003667.wav,5,S6,3
0003668.wav,12,S120,4
0003669.wav,18,S89,2
0003670.wav,30,S54,3
0003671.wav,8,S81,3
0003672.wav,18,S7,1
0003673.wav,10,S2,3
0003674.wav,0,S24,1
0003675.wav,5,S100,2
0003676.wav,26,S90,4
0003677.wav,1,S1,3
0003678.wav,14,S6,4
0003679.wav,5,S125,3
0003680.wav,17,S112,3
0003681.wav,1,S18,2
0003682.wav,4,S32,4
0003683.wav,29,S1,1
0003684.wav,5,S145,4
0003685.wav,17,S155,2
0003686.wav,23,S3,3
0003687.wav,12,S41,4
0003688.wav,24,S169,2
0003689.wav,24,S13,4
0003690.wav,7,S61,4
0003691.wav,22,S58,3
0003692.wav,28,S20,1
0003693.wav,20,S172,1
0003694.wav,20,S115,1
0003695.wav,7,S104,4
0003696.wav,13,S43,4
0003697.wav,23,S138,1
0003698.wav,23,S178,2
0003699.wav,15,S24,2
0003700.wav,12,S80,4
0003701.wav,4,S15,1
0003702.wav,18,S157,2
0003703.wav,22,S59,1
0003704.wav,7,S144,3
0003705.wav,28,S24,3
0003706.wav,5,S170,3
0003707.wav,5,S36,3
0003708.wav,9,S28,1
0003709.wav,10,S107,2
0003710.wav,15,S153,1
0003711.wav,30,S123,4
0003712.wav,26,S2,3
0003713.wav,31,S81,2
0003714.wav,17,S107,3
0003715.wav,31,S165,2
0003716.wav,17,S101,4
0003717.wav,5,S126,1
0003718.wav,28,S96,3
0003719.wav,0,S129,3
0003720.wav,11,S81,4
0003721.wav,17,S9,1
0003722.wav,20,S42,4
0003723.wav,25,S25,1
0003724.wav,20,S13,1
0003725.wav,19,S146,3
0003726.wav,26,S103,2
0003727.wav,18,S136,4
0003728.wav,27,S181,1
0003729.wav,22,S34,2
0003730.wav,28,S89,2
0003731.wav,28,S172,4
0003732.wav,7,S156,3
0003733.wav,7,S55,2
0003734.wav,5,S5,3
0003735.wav,15,S178,4
0003736.wav,5,S10,1
0003737.wav,8,S182,4
0003738.wav,25,S119,1
0003739.wav,5,S29,4
0003740.wav,4,S172,2
0003741.wav,16,S34,2
0003742.wav,10,S149,3
0003743.wav,23,S146,4
0003744.wav,13,S182,4
0003745.wav,25,S104,4
0003746.wav,18,S58,2
0003747.wav,9,S146,3
0003748.wav,0,S112,4
0003749.wav,5,S137,3
0003750.wav,6,S20,1
0003751.wav,30,S96,4
0003752.wav,15,S167,1
0003753.wav,12,S126,4
0003754.wav,30,S44,4
0003755.wav,23,S149,1
0003756.wav,8,S178,2
0003757.wav,11,S116,4
0003758.wav,8,S136,4
0003759.wav,20,S7,3
0003760.wav,10,S116,1
0003761.wav,17,S12,3
0003762.wav,14,S129,4
0003763.wav,9,S96,1
0003764.wav,10,S18,1
0003765.wav,21,S168,3
0003766.wav,12,S154,3
0003767.wav,27,S106,4
0003768.wav,9,S22,4
0003769.wav,29,S66,1
0003770.wav,9,S105,3
0003771.wav,9,S10,3
0003772.wav,29,S87,4
0003773.wav,29,S97,2
0003774.wav,0,S182,4
0003775.wav,22,S152,3
0003776.wav,9,S120,3
0003777.wav,8,S132,2
0003778.wav,12,S92,2
0003779.wav,17,S181,3
0003780.wav,15,S44,3
0003781.wav,10,S58,4
0003782.wav,15,S148,1
0003783.wav,19,S139,4
0003784.wav,20,S10,4
0003785.wav,4,S91,3
0003786.wav,14,S150,1
0003787.wav,21,S53,3
0003788.wav,29,S112,4
0003789.wav,11,S141,2
0003790.wav,13,S54,1
0003791.wav,19,S40,4
0003792.wav,15,S42,4
0003793.wav,9,S68,2
0003794.wav,23,S74,4
0003795.wav,26,S30,1
0003796.wav,31,S153,2
0003797.wav,23,S64,1
0003798.wav,17,S58,2
0003799.wav,2,S140,3
0003800.wav,18,S52,4
0003801.wav,13,S170,2
0003802.wav,22,S20,1
0003803.wav,18,S148,4
0003804.wav,14,S161,3
0003805.wav,15,S139,3
0003806.wav,29,S24,1
0003807.wav,26,S26,2
0003808.wav,29,S16,2
0003809.wav,24,S92,1
0003810.wav,14,S39,1
0003811.wav,14,S72,3
0003812.wav,21,S156,3
0003813.wav,19,S3,4
0003814.wav,7,S127,3
0003815.wav,14,S45,4
0003816.wav,26,S158,1
0003817.wav,22,S180,2
0003818.wav,11,S42,2
0003819.wav,5,S124,4
0003820.wav,21,S149,1
0003821.wav,3,S47,3
0003822.wav,3,S75,2
0003823.wav,29,S55,2
0003824.wav,20,S94,2
0003825.wav,20,S136,4
0003826.wav,25,S7,1
0003827.wav,26,S169,1
0003828.wav,18,S50,3
0003829.wav,9,S44,4
0003830.wav,13,S5,4
0003831.wav,24,S12,4
0003832.wav,16,S46,4
0003833.wav,5,S142,4
0003834.wav,13,S78,3
0003835.wav,16,S60,4
0003836.wav,20,S110,2
0003837.wav,28,S54,1
0003838.wav,1,S38,4
0003839.wav,4,S43,3
0003840.wav,7,S174,2
0003841.wav,6,S162,2
0003842.wav,10,S1,2
0003843.wav,13,S142,3
0003844.wav,1,S110,2
0003845.wav,26,S43,1
0003846.wav,4,S180,4
0003847.wav,29,S72,2
0003848.wav,13,S165,3
0003849.wav,12,S103,3
0003850.wav,6,S1,3
0003851.wav,7,S15,1
0003852.wav,25,S154,1
0003853.wav,13,S25,2
0003854.wav,3,S143,3
0003855.wav,27,S12,3
0003856.wav,1,S12,3
0003857.wav,31,S129,4
0003858.wav,12,S133,1
0003859.wav,31,S109,4
0003860.wav,8,S19,1
0003861.wav,17,S145,2
0003862.wav,21,S29,3
0003863.wav,28,S168,4
0003864.wav,22,S53,1
0003865.wav,1,S106,4
0003866.wav,6,S45,1
0003867.wav,17,S38,1
0003868.wav,31,S142,1
0003869.wav,15,S60,1
0003870.wav,13,S108,1
0003871.wav,22,S181,3
0003872.wav,12,S99,4
0003873.wav,12,S149,2
0003874.wav,23,S155,3
0003875.wav,14,S65,4
0003876.wav,16,S142,1
0003877.wav,30,S7,4
0003878.wav,16,S16,4
0003879.wav,1,S147,2
0003880.wav,0,S133,2
0003881.wav,0,S22,4
0003882.wav,14,S110,2
0003883.wav,3,S51,1
0003884.wav,23,S5,4
0003885.wav,14,S78,1
0003886.wav,31,S162,1
0003887.wav,2,S141,4
0003888.wav,25,S86,2
0003889.wav,27,S65,4
0003890.wav,22,S129,3
0003891.wav,19,S15,4
0003892.wav,17,S81,4
0003893.wav,29,S154,2
0003894.wav,6,S99,4
0003895.wav,17,S72,3
0003896.wav,2,S88,2
0003897.wav,16,S148,4
0003898.wav,27,S107,3
0003899.wav,4,S138,2
0003900.wav,15,S145,3
0003901.wav,13,S7,1
0003902.wav,25,S36,1
0003903.wav,6,S83,3
0003904.wav,31,S25,3
0003905.wav,19,S173,1
0003906.wav,17,S182,1
0003907.wav,26,S112,1
0003908.wav,25,S133,3
0003909.wav,4,S52,2
0003910.wav,2,S46,3
0003911.wav,10,S169,3
0003912.wav,14,S47,1
0003913.wav,12,S51,1
0003914.wav,25,S51,1
0003915.wav,23,S67,1
0003916.wav,29,S112,4
0003917.wav,9,S62,2
0003918.wav,1,S68,1
0003919.wav,13,S27,2
0003920.wav,18,S114,1
0003921.wav,1,S146,4
0003922.wav,6,S160,3
0003923.wav,4,S121,1
0003924.wav,20,S165,4
0003925.wav,3,S93,3
0003926.wav,21,S29,2
0003927.wav,18,S13,3
0003928.wav,3,S9,1
0003929.wav,3,S115,3
0003930.wav,21,S141,3
0003931.wav,20,S92,2
0003932.wav,21,S19,3
0003933.wav,20,S167,3
0003934.wav,9,S150,1
0003935.wav,19,S108,2
0003936.wav,9,S140,2
0003937.wav,9,S139,3
0003938.wav,22,S40,3
0003939.wav,25,S71,1
0003940.wav,16,S43,3
0003941.wav,30,S141,4
0003942.wav,24,S154,1
0003943.wav,28,S151,3
0003944.wav,19,S94,3
0003945.wav,25,S51,2
0003946.wav,28,S175,2
0003947.wav,4,S169,2
0003948.wav,27,S6,3
0003949.wav,1,S133,2
0003950.wav,17,S87,4
0003951.wav,18,S156,3
0003952.wav,8,S163,2
0003953.wav,13,S110,4
0003954.wav,21,S27,1
0003955.wav,31,S141,3
0003956.wav,7,S24,2
0003957.wav,29,S111,1
0003958.wav,29,S122,1
0003959.wav,8,S150,4
0003960.wav,17,S157,2
0003961.wav,1,S141,2
0003962.wav,21,S184,2
0003963.wav,13,S107,2
0003964.wav,18,S7,1
0003965.wav,4,S34,4
0003966.wav,1,S67,2
0003967.wav,16,S12,4
0003968.wav,4,S168,2
0003969.wav,11,S171,3
0003970.wav,28,S10,2
0003971.wav,18,S161,4
0003972.wav,16,S49,1
0003973.wav,11,S156,4
0003974.wav,18,S156,3
0003975.wav,10,S151,2
0003976.wav,3,S155,4
0003977.wav,27,S59,2
0003978.wav,26,S46,3
0003979.wav,5,S132,3
0003980.wav,11,S34,4
0003981.wav,14,S40,2
0003982.wav,1,S147,3
0003983.wav,5,S2,4
0003984.wav,7,S8,2
0003985.wav,7,S126,4
0003986.wav,1,S80,4
0003987.wav,17,S95,4
0003988.wav,3,S107,4
0003989.wav,21,S41,1
0003990.wav,11,S149,2
0003991.wav,23,S78,4
0003992.wav,6,S155,3
0003993.wav,15,S80,1
0003994.wav,6,S44,4
0003995.wav,1,S136,3
0003996.wav,15,S80,4
0003997.wav,26,S96,2
0003998.wav,12,S130,1
0003999.wav,14,S100,3
0004000.wav,5,S21,2
0004001.wav,6,S46,2
0004002.wav,13,S86,4
0004003.wav,0,S3,1
0004004.wav,19,S168,4
0004005.wav,13,S62,2
0004006.wav,11,S49,2
0004007.wav,1,S78,3
0004008.wav,13,S168,3
0004009.wav,2,S73,4
0004010.wav,4,S74,2
0004011.wav,6,S43,4
0004012.wav,4,S43,1
0004013.wav,24,S95,3
0004014.wav,2,S167,3
0004015.wav,2,S176,1
0004016.wav,2,S9,4
0004017.wav,23,S66,3
0004018.wav,2,S52,2
0004019.wav,8,S129,1
0004020.wav,9,S27,2
0004021.wav,18,S41,3
0004022.wav,9,S13,4
0004023.wav,28,S117,1
0004024.wav,30,S139,4
0004025.wav,4,S157,2
0004026.wav,12,S123,4
0004027.wav,14,S61,2
0004028.wav,20,S12,3
0004029.wav,17,S152,3
0004030.wav,4,S81,4
0004031.wav,24,S52,2
0004032.wav,18,S6,4
0004033.wav,30,S103,1
0004034.wav,5,S169,2
0004035.wav,26,S47,4
0004036.wav,16,S4,1
0004037.wav,29,S78,1
0004038.wav,12,S84,1
0004039.wav,0,S128,1
0004040.wav,11,S122,1
0004041.wav,20,S83,3
0004042.wav,26,S30,4
0004043.wav,7,S96,2
0004044.wav,30,S151,2
0004045.wav,1,S144,2
0004046.wav,22,S141,4
0004047.wav,18,S133,1
0004048.wav,8,S67,2
0004049.wav,28,S65,4
0004050.wav,15,S35,4
0004051.wav,23,S58,1
0004052.wav,11,S112,2
0004053.wav,1,S160,3
0004054.wav,1,S184,2
0004055.wav,13,S147,4
0004056.wav,12,S92,4
0004057.wav,12,S42,3
0004058.wav,29,S161,2
0004059.wav,16,S30,3
0004060.wav,16,S122,1
0004061.wav,18,S182,3
0004062.wav,10,S11,4
0004063.wav,15,S161,4
0004064.wav,0,S93,1
0004065.wav,28,S92,1
0004066.wav,16,S97,2
0004067.wav,3,S146,1
0004068.wav,23,S99,1
0004069.wav,0,S105,4
0004070.wav,29,S167,2
0004071.wav,29,S82,2
0004072.wav,30,S58,4
0004073.wav,31,S49,1
0004074.wav,17,S58,3
0004075.wav,19,S34,3
0004076.wav,10,S92,3
0004077.wav,30,S18,3
0004078.wav,15,S171,4
0004079.wav,27,S83,1
0004080.wav,11,S35,3
0004081.wav,1,S62,3
0004082.wav,11,S61,3
0004083.wav,21,S170,2
0004084.wav,2,S100,3
0004085.wav,13,S148,3
0004086.wav,20,S168,4
0004087.wav,31,S123,2
0004088.wav,12,S170,2
0004089.wav,19,S33,3
0004090.wav,2,S76,4
0004091.wav,3,S6,1
0004092.wav,29,S184,4
0004093.wav,17,S129,4
0004094.wav,0,S184,3
0004095.wav,1,S85,1
0004096.wav,10,S116,2
0004097.wav,4,S108,3
0004098.wav,29,S83,2
0004099.wav,13,S155,1
0004100.wav,18,S80,4
0004101.wav,5,S35,1
0004102.wav,17,S146,3
0004103.wav,28,S63,1
0004104.wav,15,S109,3
0004105.wav,23,S72,1
0004106.wav,30,S41,3
0004107.wav,12,S170,2
0004108.wav,16,S8,1
0004109.wav,5,S75,4
0004110.wav,12,S151,3
0004111.wav,28,S39,4
0004112.wav,16,S22,4
0004113.wav,1,S7,2
0004114.wav,7,S157,1
0004115.wav,11,S151,3
0004116.wav,14,S47,1
0004117.wav,25,S66,3
0004118.wav,23,S19,1
0004119.wav,0,S14,1
0004120.wav,8,S133,1
0004121.wav,28,S161,4
0004122.wav,24,S114,2
0004123.wav,15,S140,1
0004124.wav,17,S104,1
0004125.wav,12,S43,3
0004126.wav,15,S93,2
0004127.wav,13,S28,4
0004128.wav,12,S146,3
0004129.wav,6,S7,1
0004130.wav,17,S72,4
0004131.wav,26,S1,2
0004132.wav,17,S3,1
0004133.wav,17,S59,3
0004134.wav,20,S141,2
0004135.wav,27,S59,4
0004136.wav,22,S57,1
0004137.wav,29,S12,4
0004138.wav,25,S67,2
0004139.wav,21,S178,3
0004140.wav,27,S179,3
0004141.wav,16,S158,3
0004142.wav,1,S122,2
0004143.wav,12,S32,3
0004144.wav,16,S23,3
0004145.wav,25,S123,1
0004146.wav,15,S7,2
0004147.wav,5,S11,4
0004148.wav,28,S87,4
0004149.wav,29,S113,2
0004150.wav,4,S76,4
0004151.wav,25,S12,2
0004152.wav,1,S100,1
0004153.wav,24,S77,2
0004154.wav,7,S15,2
0004155.wav,4,S113,4
0004156.wav,4,S145,1
0004157.wav,22,S17,2
0004158.wav,24,S95,4
0004159.wav,12,S52,3
0004160.wav,20,S116,2
0004161.wav,30,S6,1
0004162.wav,22,S93,3
0004163.wav,31,S124,2
0004164.wav,9,S42,1
0004165.wav,4,S23,2
0004166.wav,22,S176,3
0004167.wav,3,S127,2
0004168.wav,19,S74,1
0004169.wav,14,S84,3
0004170.wav,11,S156,3
0004171.wav,8,S63,4
0004172.wav,28,S29,4
0004173.wav,7,S120,2
0004174.wav,30,S120,4
0004175.wav,12,S58,2
0004176.wav,6,S113,1
0004177.wav,25,S39,4
0004178.wav,18,S37,3
0004179.wav,24,S29,3
0004180.wav,21,S147,4
0004181.wav,20,S66,1
0004182.wav,1,S10,4
0004183.wav,19,S177,1
0004184.wav,17,S115,3
0004185.wav,15,S24,3
0004186.wav,4,S162,1
0004187.wav,17,S18,4
0004188.wav,16,S39,3
0004189.wav,24,S92,2
0004190.wav,18,S90,4
0004191.wav,6,S143,1
0004192.wav,13,S13,1
0004193.wav,27,S54,2
0004194.wav,30,S165,3
0004195.wav,17,S165,1
0004196.wav,19,S20,1
0004197.wav,25,S177,4
0004198.wav,25,S41,1
0004199.wav,28,S61,3
0004200.wav,20,S106,1
0004201.wav,28,S6,2
0004202.wav,31,S152,3
0004203.wav,28,S57,4
0004204.wav,1,S96,4
0004205.wav,23,S145,4
0004206.wav,31,S92,4
0004207.wav,11,S146,3
0004208.wav,9,S29,1
0004209.wav,28,S144,2
0004210.wav,26,S6,1
0004211.wav,0,S149,1
0004212.wav,23,S143,2
0004213.wav,11,S113,1
0004214.wav,21,S82,1
0004215.wav,8,S78,4
0004216.wav,28,S130,1
0004217.wav,22,S184,2
0004218.wav,24,S8,1
0004219.wav,26,S89,2
0004220.wav,7,S12,1
0004221.wav,9,S87,2
0004222.wav,0,S10,4
0004223.wav,30,S167,3
0004224.wav,11,S54,3
0004225.wav,1,S79,1
0004226.wav,23,S12,2
0004227.wav,26,S101,2
0004228.wav,22,S165,3
0004229.wav,17,S124,1
0004230.wav,7,S139,1
0004231.wav,3,S155,3
0004232.wav,29,S26,1
0004233.wav,17,S45,2
0004234.wav,31,S43,2
0004235.wav,9,S147,2
0004236.wav,26,S52,4
0004237.wav,11,S84,3
0004238.wav,14,S177,2
0004239.wav,25,S142,1
0004240.wav,4,S54,3
0004241.wav,0,S139,4
0004242.wav,12,S54,2
0004243.wav,31,S40,1
0004244.wav,20,S83,2
0004245.wav,2,S144,4
0004246.wav,12,S15,2
0004247.wav,17,S73,4
0004248.wav,19,S104,1
0004249.wav,20,S81,4
0004250.wav,24,S108,1
0004251.wav,30,S134,1
0004252.wav,7,S22,3
0004253.wav,6,S138,3
0004254.wav,5,S164,4
0004255.wav,26,S112,3
0004256.wav,22,S158,2
0004257.wav,29,S46,4
0004258.wav,31,S84,2
0004259.wav,19,S92,2
0004260.wav,15,S32,4
0004261.wav,9,S139,1
0004262.wav,27,S120,2
0004263.wav,9,S156,1
0004264.wav,18,S139,1
0004265.wav,23,S68,3
0004266.wav,14,S23,3
0004267.wav,9,S1,3
0004268.wav,14,S116,2
0004269.wav,2,S94,3
0004270.wav,21,S38,1
0004271.wav,22,S114,3
0004272.wav,8,S89,1
0004273.wav,4,S126,1
0004274.wav,23,S142,3
0004275.wav,12,S165,2
0004276.wav,21,S6,4
0004277.wav,11,S54,3
0004278.wav,16,S117,3
0004279.wav,19,S161,1
0004280.wav,18,S183,1
0004281.wav,0,S154,4
0004282.wav,12,S45,4
0004283.wav,26,S111,1
0004284.wav,19,S116,4
0004285.wav,22,S38,2
0004286.wav,1,S143,2
0004287.wav,22,S133,4
0004288.wav,7,S31,3
0004289.wav,19,S179,1
0004290.wav,3,S83,2
0004291.wav,29,S49,1
0004292.wav,27,S10,4
0004293.wav,11,S56,2
0004294.wav,31,S166,2
0004295.wav,8,S106,3
0004296.wav,1,S89,1
0004297.wav,15,S47,1
0004298.wav,0,S119,2
0004299.wav,30,S42,4
0004300.wav,31,S84,1
0004301.wav,2,S42,3
0004302.wav,15,S169,1
0004303.wav,21,S107,2
0004304.wav,13,S119,1
0004305.wav,18,S72,2
0004306.wav,13,S5,2
0004307.wav,26,S107,3
0004308.wav,21,S34,3
0004309.wav,2,S42,1
0004310.wav,7,S114,1
0004311.wav,2,S34,2
0004312.wav,1,S146,3
0004313.wav,19,S99,2
0004314.wav,6,S129,3
0004315.wav,0,S25,1
0004316.wav,29,S155,2
0004317.wav,12,S77,2
0004318.wav,4,S107,4
0004319.wav,0,S83,3
0004320.wav,26,S162,2
0004321.wav,19,S97,1
0004322.wav,26,S88,1
0004323.wav,9,S22,2
0004324.wav,10,S110,3
0004325.wav,4,S30,3
0004326.wav,25,S129,4
0004327.wav,22,S9,4
0004328.wav,20,S2,1
0004329.wav,24,S127,3
0004330.wav,27,S103,2
0004331.wav,1,S100,2
0004332.wav,24,S116,1
0004333.wav,25,S15,1
0004334.wav,27,S54,2
0004335.wav,6,S151,1
0004336.wav,3,S137,3
0004337.wav,22,S62,3
0004338.wav,2,S123,4
0004339.wav,21,S143,2
0004340.wav,21,S9,4
0004341.wav,28,S124,2
0004342.wav,9,S127,4
0004343.wav,15,S123,1
0004344.wav,8,S46,3
0004345.wav,18,S52,3
0004346.wav,8,S169,1
0004347.wav,2,S6,2
0004348.wav,29,S30,4
0004349.wav,4,S30,4
0004350.wav,4,S73,2
0004351.wav,28,S171,2
0004352.wav,9,S100,4
0004353.wav,11,S82,4
0004354.wav,10,S166,3
0004355.wav,29,S119,3
0004356.wav,3,S100,3
0004357.wav,26,S19,3
0004358.wav,2,S23,1
0004359.wav,18,S26,4
0004360.wav,10,S26,4
0004361.wav,5,S140,3
0004362.wav,27,S123,3
0004363.wav,22,S144,3
0004364.wav,28,S6,4
0004365.wav,27,S116,4
0004366.wav,4,S77,2
0004367.wav,18,S106,3
0004368.wav,23,S147,3
0004369.wav,7,S102,3
0004370.wav,4,S31,3
0004371.wav,20,S63,4
0004372.wav,18,S60,4
0004373.wav,19,S3,1
0004374.wav,7,S149,1
0004375.wav,17,S16,1
0004376.wav,27,S81,3
0004377.wav,11,S109,3
0004378.wav,13,S51,3
0004379.wav,17,S97,2
0004380.wav,4,S82,1
0004381.wav,30,S141,3
0004382.wav,18,S72,1
0004383.wav,22,S88,2
0004384.wav,17,S182,1
0004385.wav,27,S127,3
0004386.wav,22,S133,3
0004387.wav,17,S136,1
0004388.wav,28,S49,1
0004389.wav,7,S92,2
0004390.wav,27,S170,3
0004391.wav,10,S176,1
0004392.wav,3,S183,2
0004393.wav,12,S136,2
0004394.wav,7,S31,2
0004395.wav,15,S63,3
0004396.wav,11,S158,4
0004397.wav,4,S32,1
0004398.wav,23,S105,1
0004399.wav,31,S12,1
0004400.wav,25,S56,2
0004401.wav,19,S81,2
0004402.wav,0,S129,2
0004403.wav,16,S85,3
0004404.wav,28,S4,3
0004405.wav,10,S78,1
0004406.wav,24,S144,1
0004407.wav,10,S49,4
0004408.wav,10,S82,2
0004409.wav,16,S86,1
0004410.wav,25,S10,2
0004411.wav,2,S44,1
0004412.wav,6,S128,3
0004413.wav,4,S151,1
0004414.wav,27,S153,2
0004415.wav,5,S160,1
0004416.wav,7,S109,2
0004417.wav,24,S116,2
0004418.wav,22,S129,2
0004419.wav,28,S155,3
0004420.wav,15,S90,4
0004421.wav,28,S62,2
0004422.wav,22,S4,4
0004423.wav,3,S43,2
0004424.wav,8,S11,4
0004425.wav,19,S24,1
0004426.wav,4,S95,4
0004427.wav,18,S55,1
0004428.wav,15,S79,2
0004429.wav,24,S133,4
0004430.wav,5,S64,2
0004431.wav,23,S157,1
0004432.wav,8,S105,4
0004433.wav,18,S95,3
0004434.wav,26,S24,2
0004435.wav,22,S111,4
0004436.wav,7,S87,4
0004437.wav,7,S94,3
0004438.wav,4,S110,3
0004439.wav,4,S7,4
0004440.wav,27,S155,4
0004441.wav,18,S149,3
0004442.wav,21,S126,2
0004443.wav,23,S151,2
0004444.wav,12,S66,1
0004445.wav,5,S5,4
0004446.wav,11,S148,1
0004447.wav,31,S87,3
0004448.wav,15,S94,4
0004449.wav,14,S83,1
0004450.wav,31,S47,4
0004451.wav,0,S165,2
0004452.wav,18,S143,2
0004453.wav,23,S80,3
0004454.wav,11,S95,3
0004455.wav,28,S95,2
0004456.wav,3,S100,4
0004457.wav,22,S65,4
0004458.wav,18,S164,3
0004459.wav,7,S129,4
0004460.wav,28,S183,3
0004461.wav,9,S165,2
0004462.wav,15,S86,2
0004463.wav,10,S126,4
0004464.wav,5,S32,3
0004465.wav,0,S136,2
0004466.wav,6,S106,4
0004467.wav,10,S145,1
0004468.wav,10,S132,2
0004469.wav,7,S172,1
0004470.wav,27,S113,4
0004471.wav,4,S89,4
0004472.wav,16,S178,4
0004473.wav,17,S60,4
0004474.wav,30,S59,1
0004475.wav,5,S148,3
0004476.wav,14,S67,4
0004477.wav,24,S2,1
